index,BART,source,A,B,AxB_A,AxB_B,AxB_NotSure,A_fluency,B_fluency,SxA_S,SxA_A,SxA_NotSure,SxB_S,SxB_B,SxB_NotSure
132,False,The 1st runway at Alderney Airport is made from Poaceae which belongs to the division of flowering plants and is of the class Monocotyledon .,The 1st runway at Alderney Airport is made from Poaceae which belongs to the division of flowering plants . Poaceae class is Monocotyledon .,The 1st runway at Alderney Airport is made from Poaceae . Poaceae belongs to the division of flowering plants . Poaceae class is Monocotyledon .,2,4,1,31,28,1,6,0,3,4,0
133,True,"Larry Bolatinsky is the alternative name for the comic book character Bolt , which was created by Ernie Colon and the American Paris Cullins .",Larry Bolatinsky is the alternative name for the comic character Bolt . The comic book character Bolt was created by Ernie Colon and the American Paris Cullins .,"Ernie Colton and Paris Cullins created the comic character Bolt . Cullins is from the US . Larry Bolatinsky is the alternative name for the comic character , Bolt .",4,3,0,26,26,2,5,0,2,5,0
134,False,"Larry Bolatinsky is the alternative name for the comic book character Bolt , which was created by Ernie Colon and the American Paris Cullins .","Bolt was created by Ernie Colon and Paris Cullins who is an American . Larry Bolatinsky is the alternative name for the comic character , Bolt .","Ernie Colton and Paris Cullins created the comic character Bolt . Cullins is from the US . Larry Bolatinsky is the alternative name for the comic character , Bolt .",4,3,0,26,26,2,5,0,2,5,0
135,True,"The United States Air Force operate Al Asad airbas and were involved in the invasion of Panama , and deploy the Lockheed AC-130 attack aircraft as well as the General Dynamics F-16 Fighting Falcon aircraft fighter .",The United States Air Force has an aircraft-capable transport aircraft known as the Lockheed AC-130 . The U.S. Air Force also operates the Al Asad airbas and the General Dynamics F-16 Fighting Falcon aircraft fighter .,"The USAF operate the Al Asad airbase , and previously were involved in the Invasion of Panama . The General Dynamics F-16 Fighting Falcon is an aircraft fighter . The Lockheed AC-130 is an attack aircraft of the United States Air Force .",4,3,0,30,24,1,6,0,4,3,0
136,False,"The United States Air Force operate Al Asad airbas and were involved in the invasion of Panama , and deploy the Lockheed AC-130 attack aircraft as well as the General Dynamics F-16 Fighting Falcon aircraft fighter .","The United States Air Force , which operates Al Asad Airbase , was involved in the Invasion of Panama . It has an aircraft fighter called the General Dynamics F-16 Fighting Falcon and an attack aircraft called the Lockheed AC-130 .","The USAF operate the Al Asad airbase , and previously were involved in the Invasion of Panama . The General Dynamics F-16 Fighting Falcon is an aircraft fighter . The Lockheed AC-130 is an attack aircraft of the United States Air Force .",4,3,0,30,24,1,6,0,4,3,0
137,True,"Adonis Georgiadis was born in Athens , Greece , and worked as the Spokesman of Popular Orthodox Rally .",Adonis Georgiadis was born in Athens in Greece . Adonis Georgis worked as the Spokesman of Popular Orthodox Rally .,Adonis Georgiadis was born in Greece . Adonis Georgiadis worked as the Spokesman of Popular Orthodox Rally . Adonis Georgiadis was born in Athens .,5,2,0,30,23,1,6,0,2,5,0
138,False,"Adonis Georgiadis was born in Athens , Greece , and worked as the Spokesman of Popular Orthodox Rally .","Adonis Georgiadis was born in Athens , Greece . Adonis Georgiadis worked as the Spokesman of Popular Orthodox Rally .",Adonis Georgiadis was born in Greece . Adonis Georgiadis worked as the Spokesman of Popular Orthodox Rally . Adonis Georgiadis was born in Athens .,5,2,0,30,23,1,6,0,2,5,0
139,True,"Rome is the capital of Italy , where Matteo Renzi is a leader , and where Amatriciana sauce can be found .",Amatriciana sauce can be found in Italy where Rome is the capital . The leader of Italy is Matteo Renzi .,Amatriciana sauce can be found in Italy . Rome is the capital of Italy . Matteo Renzi is a leader from Italy .,4,3,0,30,25,2,5,0,2,5,0
140,False,"Rome is the capital of Italy , where Matteo Renzi is a leader , and where Amatriciana sauce can be found .",Amatriciana sauce can be found in Italy where Rome is the capital . Matteo Renzi is a leader from Italy .,Amatriciana sauce can be found in Italy . Rome is the capital of Italy . Matteo Renzi is a leader from Italy .,4,3,0,30,25,2,5,0,2,5,0
141,True,Alfons Gorbach was born in Imst in the County of Tyrol and died in Graz .,Alfons Gorbach was born in Imst in the County of Tyrol . He died in Graz .,Alfons Gorbach died in Graz . Alfons Gorbach was born in the County of Tyrol . Alfons Gorbach was born in Imst .,4,3,0,30,26,3,4,0,2,5,0
142,False,Alfons Gorbach was born in Imst in the County of Tyrol and died in Graz .,Alfons Gorbach died in Graz . Alfons Gorbach was born in Imst in the County of Tyrol .,Alfons Gorbach died in Graz . Alfons Gorbach was born in the County of Tyrol . Alfons Gorbach was born in Imst .,4,3,0,30,26,3,4,0,2,5,0
143,True,"The Aston Martin V8 , succeeded by the Aston Martin Virage , and manufactured by Aston Marton , is similar to the Aston Martin RHAM/1 .",The Aston Martin V8 was succeeded by the Aston Martin Virage which is made by the company Aston Martin . Aston MArtin V8 and Aston Martin RHAM/1 are related means of transportation .,The Aston Martin V8 was manufactured by Aston Martin . The Aston Martin V8 is related to the Aston Martin RHAM/1 . The Aston Martin Virage succeeded the Aston Martin V8 .,6,1,0,29,28,2,5,0,3,4,0
144,False,"The Aston Martin V8 , succeeded by the Aston Martin Virage , and manufactured by Aston Marton , is similar to the Aston Martin RHAM/1 .","Aston Martin V8 , succeeded by Aston Martin Virage , is manufactured by Aston Martin . Both Aston Martin V8 and the Aston Martin RHAM/1 are vehicles .",The Aston Martin V8 was manufactured by Aston Martin . The Aston Martin V8 is related to the Aston Martin RHAM/1 . The Aston Martin Virage succeeded the Aston Martin V8 .,6,1,0,29,28,2,5,0,3,4,0
145,True,"Poaceae , of the Commelinids order , belongs to the division of flowering plants and its the surface of the 1st runway at Alderney airport .","Poaceae , of the Commelinids order , belongs to the division of flowering plants . The 1st runway at Alderney Airport is made of Poaceae .",The surface of the 1st runway at Alderney airport is poaceae . Poaceae belongs to the division of flowering plants . Poaceae is the order of Commelinids .,2,5,0,22,29,1,6,0,1,6,0
146,False,"Poaceae , of the Commelinids order , belongs to the division of flowering plants and its the surface of the 1st runway at Alderney airport .",The surface of the 1st runway at Alderney airport is poaceae which is a type of flowering plant . Poaceae belongs to the order of Commelinids .,The surface of the 1st runway at Alderney airport is poaceae . Poaceae belongs to the division of flowering plants . Poaceae is the order of Commelinids .,2,5,0,22,29,1,6,0,1,6,0
147,True,"The ground of A.S. Gubbio 1910 is located in Italy , where the leader is Piero Grasso and Italian is the spoken language .",The ground of A.S. Gubbio 1910 is located in Italy where the Italian language is spoken . The leader of Italy is Pietro Grasso .,The ground of A.S. Gubbio 1910 is located in Italy . Pietro Grasso is the leader in Italy . The Italian language is spoken in Italy .,4,3,0,30,30,2,5,0,1,6,0
148,False,"The ground of A.S. Gubbio 1910 is located in Italy , where the leader is Piero Grasso and Italian is the spoken language .","The ground of A.S. Gubbio 1910 is located in Italy , where the Italian language is spoken . Pietro Grasso is the leader in Italy .",The ground of A.S. Gubbio 1910 is located in Italy . Pietro Grasso is the leader in Italy . The Italian language is spoken in Italy .,4,3,0,30,30,2,5,0,1,6,0
149,True,"Baymax first appeared in the film Big Hero 6 and was created by Steven T Seagle and the American , Duncan Rouleau .",Baymax first appeared in the film Big Hero 6 . It was created by Steven T Seagle and the American Duncan Rouleau .,Baymax first appeared in the film Big Hero 6 . Baymax was created by Duncan Rouleau and Steven T. Seagle . Duncan Rouleau is American .,3,4,0,25,26,1,6,0,1,6,0
150,False,"Baymax first appeared in the film Big Hero 6 and was created by Steven T Seagle and the American , Duncan Rouleau .","Baymax first appeared in the film Big Hero 6 . Baymax was created by Steven T Seagle and the American , Duncan Rouleau .",Baymax first appeared in the film Big Hero 6 . Baymax was created by Duncan Rouleau and Steven T. Seagle . Duncan Rouleau is American .,3,4,0,25,26,1,6,0,1,6,0
151,True,"103 Hera has an escape velocity of 0.0482 km per sec , an apoapsis of 437170000.0 kms and a mass of 7.9 kgs .",103 Hera has an escape velocity of 0.0482 km per sec and an apoapsis of 437170000.0 km . 103 Hera has 7.9 kg of mass .,103 Hera 's mass is 7.9 kg . 103 Hera has the escape velocity of 0.0482 km per sec . 103 Hera has an apoapsis of 437170000.0 kilometres .,3,3,1,29,29,3,4,0,4,3,0
152,False,"103 Hera has an escape velocity of 0.0482 km per sec , an apoapsis of 437170000.0 kms and a mass of 7.9 kgs .",103 Hera has a mass of 7.9 kg and an apoapsis of 437170000.0 km . 103 Hera has the escape velocity of 0.0482 km per sec .,103 Hera 's mass is 7.9 kg . 103 Hera has the escape velocity of 0.0482 km per sec . 103 Hera has an apoapsis of 437170000.0 kilometres .,3,3,1,29,29,3,4,0,4,3,0
153,True,A severed Wasp originates from the United States where the leader is Barack Obama and the Native Americans are an ethnic group .,A Severed Wasp is from the United States where Barack Obama is president . Native Americans are an ethnic group in the U.S. .,A severed Wasp originates from the United States . The leader of the United States is Barack Obama . Native Americans are an ethnic group in the U.S.,4,3,0,29,27,2,5,0,4,3,0
154,False,A severed Wasp originates from the United States where the leader is Barack Obama and the Native Americans are an ethnic group .,A Severed Wasp is from the United States where the leader is Barack Obama . Native Americans are an ethnic group in the U.S.,A severed Wasp originates from the United States . The leader of the United States is Barack Obama . Native Americans are an ethnic group in the U.S.,4,3,0,29,27,2,5,0,4,3,0
155,True,Michele Marcolini has been manager of AC Lumezzane ; he also plays for F.C. Bari 1908 and has played for Vicenza Calcio .,Michele Marcolini has been manager of AC Lumezzane and played for F.C. Bari 1908 . He is in the Vicenza Calcio club .,Michele Marcolini has been manager of AC Lumezzane . Michele Marcolini plays for F.C. Bari 1908 . Michele Marcolini played for Vicenza Calcio .,4,3,0,29,27,0,7,0,3,4,0
156,False,Michele Marcolini has been manager of AC Lumezzane ; he also plays for F.C. Bari 1908 and has played for Vicenza Calcio .,Michele Marcolini has been manager of AC Lumezzane and is in the Vicenza Calcio club . Michele Marcolini plays for F.C. Bari 1908 .,Michele Marcolini has been manager of AC Lumezzane . Michele Marcolini plays for F.C. Bari 1908 . Michele Marcolini played for Vicenza Calcio .,4,3,0,29,27,0,7,0,3,4,0
157,True,"Big Hero 6 , distributed by Walt Disney Studios Motion Pictures , starred Ryan Potter and was Baymax 's first film appearance .","Big Hero 6 , distributed by Walt Disney Studios Motion Pictures , starred Ryan Potter . It was Baymax 's first film appearance .",Big Hero 6 was Baymax 's first film appearance . Big Hero 6 stars Ryan Potter . Big Hero 6 was a film distributed by Walt Disney Studios Motion Pictures .,4,3,0,29,28,3,4,0,4,3,0
158,False,"Big Hero 6 , distributed by Walt Disney Studios Motion Pictures , starred Ryan Potter and was Baymax 's first film appearance .",Big Hero 6 stars Ryan Potter and was Baymax 's first film appearance . It was distributed by Walt Disney Studios Motion Pictures .,Big Hero 6 was Baymax 's first film appearance . Big Hero 6 stars Ryan Potter . Big Hero 6 was a film distributed by Walt Disney Studios Motion Pictures .,4,3,0,29,28,3,4,0,4,3,0
159,True,"178.0 centimetre tall , Aleksandre Guruli , played for AZAL PFK and plays for FC Karpaty Lviv club .",Aleksandre Guruli is 178.0 centimetres tall . He plays for AZAL PFK and FC Karpaty Lviv club .,Aleksandre Guruli plays for FC Karpaty Lviv club . Aleksandre Guruli is 178.0 cm tall . Aleksandre Guruli played for AZAL PFK .,3,4,0,28,25,1,6,0,2,5,0
160,True,The Ariane 5 was manufactured at the ESA and Arinanespace and the final flight was on 2004-12-18 from the Guiana Space Centre .,The Ariane . was manufactured at the ESA and Arinanespace .Its final flight was on 2004-12-18 from the Guiana Space Centre .,Ariane 5 was launched from the Guiana Space Centre . The Ariane 5 was manufactured at the ESA and Arinanespace . The final flight of the Ariane 5 was on 2004-12-18 .,3,4,0,26,28,2,5,0,2,5,0
161,False,The Ariane 5 was manufactured at the ESA and Arinanespace and the final flight was on 2004-12-18 from the Guiana Space Centre .,Ariane 5 was made at the ESA and Arianespace . It was launched from the Guiana Space Centre and took its final flight on 18th December 2004 .,Ariane 5 was launched from the Guiana Space Centre . The Ariane 5 was manufactured at the ESA and Arinanespace . The final flight of the Ariane 5 was on 2004-12-18 .,3,4,0,26,28,2,5,0,2,5,0
162,True,Batchoy is eaten in the Philippines where the Moro people are an ethnic group and the language used is known as Philippine Spanish .,Batchoy is eaten in the Philippines where the Moro people are an ethnic group . Philippine Spanish is the language of the Philippines .,Batchoy is eaten in the Philippines . The language used in the Philippines is Philippine Spanish . The Moro people are an ethnic group in the Philippines .,4,3,0,28,29,2,5,0,2,5,0
163,False,Batchoy is eaten in the Philippines where the Moro people are an ethnic group and the language used is known as Philippine Spanish .,"Batchoy is eaten by the Moro people , an ethnic group in the Philippines . The language used in the Philippines is Philippine Spanish .",Batchoy is eaten in the Philippines . The language used in the Philippines is Philippine Spanish . The Moro people are an ethnic group in the Philippines .,4,3,0,28,29,2,5,0,2,5,0
164,True,"Associated with Tab Benoit , Anders Osborne is associated with the musical artist Billy Iuso and with Voice of the Wetlands All-Stars .",Anders Osborne has worked with Tab Benoit . Anders Osborne is associated with Voice of the Wetlands All-Stars and Billy Iuso .,Anders Osborne is associated with the musical artist Billy Iuso . Anders Osborne is associated with Voice of the Wetlands All-Stars . Anders Osborne has worked with Tab Benoit .,4,2,1,27,25,2,5,0,4,3,0
165,False,"Associated with Tab Benoit , Anders Osborne is associated with the musical artist Billy Iuso and with Voice of the Wetlands All-Stars .",Anders Osborne is associated with the musical artist Billy Iuso . Anders Osborne is associated with Voice of the Wetlands All-Stars and Tab Benoit .,Anders Osborne is associated with the musical artist Billy Iuso . Anders Osborne is associated with Voice of the Wetlands All-Stars . Anders Osborne has worked with Tab Benoit .,4,2,1,27,25,2,5,0,4,3,0
166,True,"Alberto Teisaire died in Buenos Aires , which is governed by Buenos Aires City Legislature and where the leader is Diego Santilli .",Alberto Teisaire died in Buenos Aires which is led by the Buenos Aires City Legislature . Diego Santilli is the leader of Buenos Aires .,Alberto Teisaire died in Buenos Aires . Buenos Aires is governed by the Buenos Aires City Legislature . The leader in Buenos Aires is Diego Santilli .,3,4,0,25,26,2,5,0,1,6,0
167,False,"Alberto Teisaire died in Buenos Aires , which is governed by Buenos Aires City Legislature and where the leader is Diego Santilli .",Alberto Teisaire died in Buonos Aires whose leader is Diego Santilli . Buenos Aires is governed by the Buenos Aires City Legislature .,Alberto Teisaire died in Buenos Aires . Buenos Aires is governed by the Buenos Aires City Legislature . The leader in Buenos Aires is Diego Santilli .,3,4,0,25,26,2,5,0,1,6,0
168,True,"1036 Ganymed was discovered by Walter Baade , whose alma mater was the University of Gottingen , and who died in Gottingen .",Walter Baade 's alma mater was the University of Gottingen . Walter Baade died in Gottingen and discovered 1036 Ganymed .,1036 Ganymed was discovered by Walter Baade . Walter Baade died in Gottingen . Walter Baade 's alma mater was the University of Gottingen .,5,2,0,31,28,3,4,0,3,4,0
169,False,"1036 Ganymed was discovered by Walter Baade , whose alma mater was the University of Gottingen , and who died in Gottingen .","Walter Baade , who discovered 1036 Ganymed , died in Göttingen . Walter Baade 's alma mater was the University of Gottingen .",1036 Ganymed was discovered by Walter Baade . Walter Baade died in Gottingen . Walter Baade 's alma mater was the University of Gottingen .,5,2,0,31,28,3,4,0,3,4,0
170,True,Bhajji comes from the country India in the Karnataka region where the leaders are Sumitra Mahajan and Vajubhai Vala .,Bhajji originates from India where the leaders are Sumitra Mahajan and Vajubhai Vala . Bhajji come from the Karnataka region .,Bhajji comes from the country India . Sumitra Mahajan is a leader in India . Bhajji is from the Karnataka region where the leader is Vajubhai Vala .,3,4,0,26,27,3,4,0,1,6,0
171,False,Bhajji comes from the country India in the Karnataka region where the leaders are Sumitra Mahajan and Vajubhai Vala .,Bhajji comes from India where the leader is Sumitra Mahajan . Bhajji is from the Karnataka region where the leader is Vajubhai Vala .,Bhajji comes from the country India . Sumitra Mahajan is a leader in India . Bhajji is from the Karnataka region where the leader is Vajubhai Vala .,3,4,0,26,27,3,4,0,1,6,0
172,True,"Al-Taqaddum Air Base serves the city of Fallujah , in the country of Iraq where the Kurdish language is spoken .",Al-Taqaddum Air Base serves the city of Fallujah in Iraq . Kurdish is one of the languages spoken in the country .,Al-Taqaddum Air Base serves the city of Fallujah . Fallujah is in the country of Iraq . The Kurdish languages are spoken in Iraq .,4,3,0,27,27,3,4,0,2,5,0
173,False,"Al-Taqaddum Air Base serves the city of Fallujah , in the country of Iraq where the Kurdish language is spoken .",Al-Taqaddum Air Base serves the city of Fallujah which is in Iraq . The Kurdish languages are spoken in Iraq .,Al-Taqaddum Air Base serves the city of Fallujah . Fallujah is in the country of Iraq . The Kurdish languages are spoken in Iraq .,4,3,0,27,27,3,4,0,2,5,0
174,True,"Abel Caballero was born in Ponteareas in Galicia , Spain and worked as a Member of the Congress of Deputies .",Abel Caballero was born in Ponteareas in Galicia in Spain . He worked as Member of the Congress of Deputies .,"Abel Caballero was born in Ponteareas . Abel Caballero worked as a Member of the Congress of Deputies . Abel Caballero was born in Galicia , Spain .",3,4,0,30,30,4,3,0,2,5,0
175,False,"Abel Caballero was born in Ponteareas in Galicia , Spain and worked as a Member of the Congress of Deputies .",Abel Caballero was born in Ponteareas in Spain . He worked as a Member of the Congress of Deputies .,"Abel Caballero was born in Ponteareas . Abel Caballero worked as a Member of the Congress of Deputies . Abel Caballero was born in Galicia , Spain .",3,4,0,30,30,4,3,0,2,5,0
176,True,"Airey Neave , who was involved in the Battle of France , was awarded the Order of the British Empire and ended his career on 30th March 1979 .",Airey Neave was awarded the Order of the British Empire . Airey Nave fought in the Battle of France and ended his career on 30th March 1979 .,Airey Neave was involved in the Battle of France . Airey Neave ended his career on 30th March 1979 . Airey Neave was awarded the Order of the British Empire .,5,2,0,28,29,0,7,0,2,5,0
177,False,"Airey Neave , who was involved in the Battle of France , was awarded the Order of the British Empire and ended his career on 30th March 1979 .",Airey Neave was involved in the Battle of France and he ended his career on 30th March 1979 . Airey Neave was awarded the Order of the British Empire .,Airey Neave was involved in the Battle of France . Airey Neave ended his career on 30th March 1979 . Airey Neave was awarded the Order of the British Empire .,5,2,0,28,29,0,7,0,2,5,0
178,True,Boris Johnson led London is the capital of the United Kingdom ( led by Elizabeth II ) is home to the British people and 20 Fenchurch Street .,20 Fenchurch Street is located in London . which is led by Elizabeth II and is part of the United Kingdom where the leader is Boris Johnson .,20 Fenchurch Street is located in the United Kingdom whose leader is Elizabeth II and whose natives are called British people . London is the capital of the United Kingdom . Boris Johnson is the leader in London .,4,3,0,24,24,2,5,0,2,5,0
179,True,"Afonso Pena International Airport is located in Sao Jose dos Pinhais , it 's runway name is 15/33 it 's length is 1800.0 and is 911 metres above sea level .",Afonso Pena International Airport in Sao Jose dos Pinhais has . runway name of 15/33 and is 911 metres above the sea level .,"Afonso Pena International Airport is 911.0 metres above sea level . Afonso Pena International Airport , with a runway length of 1800.00 , is located in Sao Jose dos Pinhais . The Afonso Pena International Airport 's runway name is `` 15/33 '' .",4,3,0,31,26,2,5,0,4,3,0
180,False,"Afonso Pena International Airport is located in Sao Jose dos Pinhais , it 's runway name is 15/33 it 's length is 1800.0 and is 911 metres above sea level .",Afonso Pena International Airport is located in Sao Jose dos Pinhais and is 911 metres above sea level . The runway name is 15/33 and it has a length of 1800.0 .,"Afonso Pena International Airport is 911.0 metres above sea level . Afonso Pena International Airport , with a runway length of 1800.00 , is located in Sao Jose dos Pinhais . The Afonso Pena International Airport 's runway name is `` 15/33 '' .",4,3,0,31,26,2,5,0,4,3,0
181,True,"Aaron Hunt has played for Hamburger SV and for SV Werder Bremen II , which was managed by Alexander Nouri .",Aaron Hunt has played for Hamburger SV . Aaron Hunt plays for SV Werder Bremen II managed by Alexander Nouri .,Aaron Hunt has played for Hamburger SV . Aaron Hunt plays for SV Werder Bremen II . Alexander Nouri manages SV Werder Bremen II .,5,2,0,32,29,1,6,0,2,5,0
182,False,"Aaron Hunt has played for Hamburger SV and for SV Werder Bremen II , which was managed by Alexander Nouri .",Aaron Hunt has played for Hamburger SV . Aaron Hunt plays for SV Werder Bremen II managed by Alexander Nouri .,Aaron Hunt has played for Hamburger SV . Aaron Hunt plays for SV Werder Bremen II . Alexander Nouri manages SV Werder Bremen II .,5,2,0,32,29,1,6,0,2,5,0
183,True,"103 Colmore Row was designed by the architect , John Madin who was born in Birmingham which is led by The Labour Party .",103 Colmore Row was designed by the architect John Madin who was born in Birmingham . Birmingham 's Labour Party is the leader of Birmingham .,"103 Colmore Row was designed by the architect , John Madin . John Madin was born in Birmingham . The Labour Party leads Birmingham .",5,2,0,32,30,4,3,0,4,3,0
184,False,"103 Colmore Row was designed by the architect , John Madin who was born in Birmingham which is led by The Labour Party .",103 Colmore Row was designed by the architect John Madin who was born in Birmingham . The Labour Party leads Birmingham .,"103 Colmore Row was designed by the architect , John Madin . John Madin was born in Birmingham . The Labour Party leads Birmingham .",5,2,0,32,30,4,3,0,4,3,0
185,True,"Abner plays football for the Brazilian national under 17 team , but also currently plays for the Coritiba football club and for the Real Madrid Castilla who are managed by Luis Miguel Ramis .",Footballer . Abner plays for the Brazilian national under 17 football team and also for the Coritiba Football club and Real Madrid Castilla who are managed by Luis Miguel Ramis .,Abner currently plays football for Real Madrid Castilla . Luis Miguel Ramis is the manager for Real Madrid Castilla . The footballer Abner plays for Coritiba Football Club and the Brazil national under-17 football team .,7,0,0,30,26,1,6,0,1,6,0
186,False,"Abner plays football for the Brazilian national under 17 team , but also currently plays for the Coritiba football club and for the Real Madrid Castilla who are managed by Luis Miguel Ramis .",Abner plays football with Real Madrid Castilla under their manager Luis Miguel Ramis . He also plays with the Brazil national under 17 team and Coritiba Football club .,Abner currently plays football for Real Madrid Castilla . Luis Miguel Ramis is the manager for Real Madrid Castilla . The footballer Abner plays for Coritiba Football Club and the Brazil national under-17 football team .,7,0,0,30,26,1,6,0,1,6,0
187,True,"Airey Neave ; began his career on March 4th 1974 , fought in the Battle of France , and ended his career on 30th March 1979 .",Airey Neave began his career on March 4th 1974 and fought in the Battle of France . He ended his political career on 30th March 1979 .,Airey Neave fought in the Battle of France . Airey Neave began his career on March 4th 1974 . Airey Neave ended his career on 30th March 1979 .,5,2,0,29,24,1,6,0,3,4,0
188,False,"Airey Neave ; began his career on March 4th 1974 , fought in the Battle of France , and ended his career on 30th March 1979 .",Airey Neave fought in the Battle of France and ended his career on 30th March 1979 . Airey Neave began his career on March 4th 1974 .,Airey Neave fought in the Battle of France . Airey Neave began his career on March 4th 1974 . Airey Neave ended his career on 30th March 1979 .,5,2,0,29,24,1,6,0,3,4,0
189,True,"There is an ethnic group of Chinese people in Japan where the Akita Museum of Art is located in Akita , Akita Prefecture , Japan .",One of the ethnic groups in Japan in the Chinese people . The Akita Museum of Art is located in Akita Japan which is part of Akita Prefecture .,"Akita Museum of Art is located in Akita , Japan . There is an ethnic group of Chinese people in Japan . Akita , Akita is part of Akita Prefecture .",5,2,0,30,27,0,7,0,2,4,1
190,False,"There is an ethnic group of Chinese people in Japan where the Akita Museum of Art is located in Akita , Akita Prefecture , Japan .","Akita Museum of Art is located in Akita Japan , which is part of Akita Prefecture . There is an ethnic group of Chinese people in Japan .","Akita Museum of Art is located in Akita , Japan . There is an ethnic group of Chinese people in Japan . Akita , Akita is part of Akita Prefecture .",5,2,0,30,27,0,7,0,2,4,1
191,True,"USA born Abraham A Ribicoff worked as the United States Secretary of Health , Education , and Welfare and was succeeded by Anthony J. Celebrezze .",Abraham A. Ribicoff once worked for the United States Secretary of Health . Education and Welfare office where he was succeeded by Anthony J. Celebrezze .,"Abraham A Ribicoff worked as the United States Secretary of Health , Education , and Welfare . Anthony J. Celebrezze succeeded Abraham A. Ribicoff . Abraham A. Ribicoff was born in the U.S.",5,2,0,30,26,4,3,0,3,4,0
192,False,"USA born Abraham A Ribicoff worked as the United States Secretary of Health , Education , and Welfare and was succeeded by Anthony J. Celebrezze .","Abraham A. Ribicoff was born in the U.S and worked as the United States Secretary of Health , Education and Welfare . He was succeeded by Anthony J. Celebrezze .","Abraham A Ribicoff worked as the United States Secretary of Health , Education , and Welfare . Anthony J. Celebrezze succeeded Abraham A. Ribicoff . Abraham A. Ribicoff was born in the U.S.",5,2,0,30,26,4,3,0,3,4,0
193,True,"Antwerp International Airport serves the city of Antwerp which is in Belgium , where the capital is Brussels .",Antwerp International Airport serves the city of Antwerp in Belgium . The capital of Belgium is Brussels .,Antwerp International Airport serves the city of Antwerp . Antwerp is in Belgium . The capital of Belgium is Brussels .,3,3,1,29,30,2,4,1,4,2,1
194,False,"Antwerp International Airport serves the city of Antwerp which is in Belgium , where the capital is Brussels .",Antwerp International Airport serves the city of Antwerp in Belgium . The capital city of Belgium is Brussels .,Antwerp International Airport serves the city of Antwerp . Antwerp is in Belgium . The capital of Belgium is Brussels .,3,3,1,29,30,2,4,1,4,2,1
195,True,Tapioca is an ingredient of bakso which is from Indonesia and popular in the Indonesian region and the neighbouring Southeast Asian countries .,Tapioca is an ingredient in bakso which comes from Indonesia . Bakso is popular all over Indonesia and Southeastern Asian countries .,Tapioca is an ingredient in bakso . Bakso is popular in the Indonesian region and also in the neighbouring Southeast Asian countries . Indonesia is the country Bakso comes from .,4,3,0,27,30,2,5,0,2,5,0
196,False,Tapioca is an ingredient of bakso which is from Indonesia and popular in the Indonesian region and the neighbouring Southeast Asian countries .,Tapioca is an ingredient in Bakso which comes from Indonesia . Bakso is popular in the Indonesian region and also in the neighbouring Southeast Asian countries .,Tapioca is an ingredient in bakso . Bakso is popular in the Indonesian region and also in the neighbouring Southeast Asian countries . Indonesia is the country Bakso comes from .,4,3,0,27,30,2,5,0,2,5,0
197,True,The School of Business and Social Sciences at the Aarhus University was established in 1928 and is affiliated with the European University Associated headquartered in Brussels .,The School of Business and Social Sciences at the Aarhus University was established in 1928 . The School is affiliated with the European University Associated which has its headquarters in Brussels .,The School of Business and Social Sciences at the Aarhus University is in Aarhus . It is affiliated with the European University Association in Brussels . Aarhus University School of Business and Social Sciences was established in 1928 .,5,2,0,29,24,3,4,0,2,5,0
198,False,The School of Business and Social Sciences at the Aarhus University was established in 1928 and is affiliated with the European University Associated headquartered in Brussels .,"The School of Business and Social Sciences at the Aarhus University , Aarhus , is affiliated with the European University Association which has its headquarters in Brussels . Aarhus University School of Business and Social Sciences was established in 1928 .",The School of Business and Social Sciences at the Aarhus University is in Aarhus . It is affiliated with the European University Association in Brussels . Aarhus University School of Business and Social Sciences was established in 1928 .,5,2,0,29,24,3,4,0,2,5,0
199,True,"Ab Klink , who worked at the House of Representatives in Netherlands , graduated from Erasmus University in Rotterdam which is affiliated to the Association of MBAs .",Ab Klink worked at the House of Representatives in Netherlands . Ab Klink 's Alma mater is Erasmus University Rotterdam which is affiliated to Association of MBAs .,Ab Klink attended Erasmus University Rotterdam . Erasmus University in Rotterdam is affiliated to the Association of MBAs . Ab Klink worked at the House of Representatives in Netherlands .,2,5,0,30,25,3,4,0,2,5,0
200,False,"Ab Klink , who worked at the House of Representatives in Netherlands , graduated from Erasmus University in Rotterdam which is affiliated to the Association of MBAs .","Ab Klink 's Alma mater is Erasmus University Rotterdam , which is affiliated to the Association of MBAs . Ab Klink worked at the House of Representatives in Netherlands .",Ab Klink attended Erasmus University Rotterdam . Erasmus University in Rotterdam is affiliated to the Association of MBAs . Ab Klink worked at the House of Representatives in Netherlands .,2,5,0,30,25,3,4,0,2,5,0
201,True,"Aaron S. Daggett was born in Greene , Maine , he fought at the Battle of Gettysburg and was awarded the Purple Heart .",Aaron S. Daggett was born in Greene Maine . Aaron S. Daggat fought at the Battle of Gettysburg and was awarded the Purple Heart .,"Aaron S Daggett fought at the Battle of Gettysburg . Aaron S Daggett was awarded the Purple Heart . Aaron S. Daggett was born in Greene , Maine .",4,3,0,30,29,5,2,0,2,5,0
